name,location,ratings,review,Number of   ,Room    Score,Room Type,Bed Type,price
Nice and calm flat with terrace close to Buttes-Chaumont in Paris - Welkeys,"19th arr., Paris",8,Very Good,1 review,,Apartment,2 full beds,"   589,222"
Loft au cœur du 17 eme,"17th arr., Paris",,,,,One-Bedroom Apartment,1 full bed,"   438,620"
"Center Paris gorgeous apartment, near Eiffel Tower","15th arr., Paris",,,,,Two-Bedroom Apartment,"4 beds (2 twins, 1 king, 1 sofa bed)","   932,068"
Appartement Paris 11e,"11th arr., Paris",,,,,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)","   414,253"
Studio meublé Paris 14eme,"14th arr., Paris",,,,,One-Bedroom Apartment,1 full bed,"   1,553,447"
Cocooning apartment in the Montmartre area,"18th arr., Paris",,,,,One-Bedroom Apartment,1 full bed,"   414,253"
Amazing Studio 2P- Place de clichy,"17th arr., Paris",,,,,Studio,1 full bed,"   583,944"
Amazing apartment III Saint Fargeau,"20th arr., Paris",3.5,Review score,2,,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)","   378,995"
Charming appart 6P - Etienne Marcel / Marais,"3rd arr., Paris",5.5,Review score,2,,Two-Bedroom Apartment,"3 beds (2 fulls, 1 sofa bed)","   1,276,556"
Appartement champs Élysées,"8th arr., Paris",,,,,One-Bedroom Apartment,"3 beds (2 fulls, 1 sofa bed)","   1,159,907"
Cosy Studio,"15th arr., Paris",,,,,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)","   745,655"
GuestReady - Chic Apt 7 mins to Pantheon,"5th arr., Paris",Exceptional 10,,,,One-Bedroom Apartment,1 full bed,"   24,365,364"
GuestReady - Cozy Apt 10 mins from Arc de Triomphe,"16th arr., Paris",6.5,Review score,6,,One-Bedroom Apartment,1 full bed,"   620,410"
GuestReady - Vibrant & Cosy in Montparnasse,"14th arr., Paris",7,Good,6,,Two-Bedroom Apartment,2 full beds,"   703,751"
Beautiful apartment with a view of Eiffel Tower in center Paris,"14th arr., Paris",7.1,Good,14,,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)","   670,231"
appartement trocadero paris 16,"16th arr., Paris",,,,,Two-Bedroom Apartment,"2 beds (1 full, 1 bunk bed)","   1,657,010"
Lovely Center Residence,"1st arr., Paris",7,Good,6,,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)","   704,821"
Magnificent Luxury Flat 2BR/6P - Champs-Elysées,"8th arr., Paris",Wonderful 9.0,,,,Two-Bedroom Apartment,"3 beds (1 sofa bed, 2 queens)","   2,492,362"
HSH Luxury Apartment Montaigne Francois 1er,"8th arr., Paris",8.6,Excellent,8,8.4,Two-Bedroom Apartment,2 full beds,"   1,442,756"
Appartement au coeur du Marais à Paris by Weekome,"4th arr., Paris",7.8,Good,11,8.2,Two-Bedroom Apartment,"3 beds (2 fulls, 1 sofa bed)","   634,143"
Appartement centre de Paris 2 terrasses au pied des Buttes de Chaumont,"19th arr., Paris",10,Exceptional,3,10,Two-Bedroom Apartment,"4 beds (3 sofa beds, 1 queen)","   1,983,191"
Haussmannien moderne 2 pièces quartier Europe du 8éme,"8th arr., Paris",Exceptional 10,,,,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)","   670,115"
CMG - Sacré Coeur / Montmartre,"18th arr., Paris",6,Review score,11,,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)","   475,743"
Veeve - Boughs on the Breeze,"10th arr., Paris",,,,,Apartment,"3 beds (2 fulls, 1 queen)","   1,789,157"
Paris centre ville,"3rd arr., Paris",,,,,One-Bedroom Apartment,1 full bed,"   1,657,010"
CMG - Batignolles 1G,"17th arr., Paris",5.5,Review score,2,,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)","   615,813"
Location chambre à 35 mn du Stade deFrance pour la Finale de la Ligue des Champions UEFA,"14th arr., Paris",,,,,One-Bedroom Apartment,1 full bed,"   1,014,919"
Cosy studio near Buttes Chaumont and Philharmonie,"19th arr., Paris",9,Wonderful,1 review,10,Two-Bedroom Apartment,"4 beds (2 fulls, 2 sofa beds)","   2,278,389"
CMG Jacuzzi - Martyrs/ Bas Montmartre,"9th arr., Paris",5.2,Review score,9,,Studio,1 full bed,"   536,689"
CMG - République / Sebastopol,"3rd arr., Paris",5.3,Review score,3,,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)","   530,777"
CMG-Le Marais-Temple-1A,"3rd arr., Paris",6.2,Review score,17,,One-Bedroom Apartment,"2 beds (1 sofa bed, 1 queen)","   630,412"
Sweet Inn - Maison Boissière,"16th arr., Paris",8.5,Very Good,67,9.1,One-Bedroom Apartment,"3 beds (2 twins, 1 sofa bed)","   1,184,762"
CMG - LE MARAIS/SAINT ANTOINE,"4th arr., Paris",7.5,Good,11,8,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)","   795,213"
CMG Lamartine-Maubeuge,"9th arr., Paris",7.4,Good,5,,Two-Bedroom Apartment,"3 beds (2 fulls, 1 sofa bed)","   989,077"
High Stay Saint Germain de Pres Paris 6,"6th arr., Paris",9.5,Exceptional,6,9.6,Two-Bedroom Apartment,"3 beds (2 twins, 1 sofa bed)","   1,364,075"
CMG - Gare Saint Lazare,"9th arr., Paris",6.2,Review score,6,,Two-Bedroom Apartment,"3 beds (1 sofa bed, 2 queens)","   990,830"
CMG Ledru-Rollin - Canal Saint Martin 1,"11th arr., Paris",6.2,Review score,4,,Studio,1 sofa bed,"   320,982"
CMG - Notre Dame de Paris,"5th arr., Paris",7.7,Good,17,8.4,Two-Bedroom Apartment,"6 beds (3 twins, 1 full, 2 sofa beds)","   1,111,693"
CMG - Montorgeuil / Centre de Paris,"2nd arr., Paris",7,Good,15,,Studio,1 queen bed,"   486,901"
CMG Gambey / Paris 11ème,"11th arr., Paris",5.6,Review score,5,,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)","   469,100"
CMG Delta / Montmartre,"9th arr., Paris",6.3,Review score,15,,Two-Bedroom Apartment,2 full beds,"   842,167"
GuestReady - Modern 1-Bedroom Apartment Champs-Élysées,"8th arr., Paris",6.3,Review score,3,8.3,Apartment,"2 beds (1 sofa bed, 1 queen)","   907,016"
CMG Ponthieu /Champs-Élysées,"8th arr., Paris",6.3,Review score,36,,Two-Bedroom Apartment,"3 beds (2 fulls, 1 sofa bed)","   1,203,323"
CMG - Suite Deluxe Tour Eiffel 54,"16th arr., Paris",6.9,Review score,17,,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)","   689,399"
CMG rue de Bretagne 2,"3rd arr., Paris",5.9,Review score,13,,Studio,1 sofa bed,"   367,903"
CMG Jacques /Pantheon,"5th arr., Paris",7,Good,28,,Two-Bedroom Apartment,"3 beds (2 fulls, 1 sofa bed)","   1,255,270"
HSH Magnifique Appartement Marais Arts&Métiers,"3rd arr., Paris",6.5,Review score,51,,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)","   481,421"
CMG Résidence République - Rue Béranger,"3rd arr., Paris",8.1,Very Good,48,8.6,Two-Bedroom Apartment,"3 beds (2 fulls, 1 sofa bed)","   1,263,159"
"Champs Elysées!Montaigne, New Luxurious 6pers flat","8th arr., Paris",6.8,Review score,7,,Two-Bedroom Apartment,"3 beds (2 fulls, 1 sofa bed)","   1,610,677"
CMG - Le Bon Marché - Sèvres D,"6th arr., Paris",6.4,Review score,11,8,Three-Bedroom Apartment,"4 beds (1 full, 1 sofa bed, 2 queens)","   1,740,074"
Greeter-Bel appartement Parisien de 70m2 - St Lazare,"8th arr., Paris",9.7,Exceptional,3,10,Two-Bedroom Apartment,"3 beds (2 fulls, 1 sofa bed)","   1,120,687"
Pavleo,"4th arr., Paris",8,Very Good,1 review,10,Three-Bedroom Apartment,,"   1,932,367"
Paris-sur-seine-chez-caroline,"4th arr., Paris",9.5,Exceptional,10,9.5,Deluxe Apartment,"6 beds (2 twins, 1 king, 1 sofa bed, 2 futons)","   2,504,662"
CMG Cherche Midi - Sèvres,"6th arr., Paris",6.9,Review score,27,,Two-Bedroom Apartment,"3 beds (2 fulls, 1 sofa bed)","   1,156,306"
217361 - Appartement 6 personnes à Paris,"17th arr., Paris",8.8,Excellent,6,8.3,Two-Bedroom Apartment,"4 beds (2 twins, 1 full, 1 sofa bed)","   1,235,447"
Club246 Paris Saint Martin,"3rd arr., Paris",4.3,Review score,53,,   Quadruple Room,2 full beds,"   517,816"
Mb property,"15th arr., Paris",8,Very Good,4,8.1,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)","   572,063"
Appartement de 2 chambres avec vue sur la ville balcon amenage et wifi a Paris,"8th arr., Paris",Exceptional 10,,,,Two-Bedroom Apartment,"3 beds (1 twin, 2 fulls)","   9,107,566"
CMG Residence Buttes Chaumont - Botzaris,"19th arr., Paris",5.4,Review score,90,,Studio,1 sofa bed,"   293,176"
Stella Yardena,"17th arr., Paris",9,Wonderful,1 review,,Apartment,"2 beds (1 sofa bed, 1 queen)","   731,034"
Les Residences - République,"3rd arr., Paris",6.9,Review score,84,,One-Bedroom Apartment,"2 beds (1 sofa bed, 1 queen)","   888,380"
Love Nest in Saint-Michel,"6th arr., Paris",6.7,Review score,3,8.3,Deluxe Apartment,1 queen bed,"   974,712"
Narcisse,"3rd arr., Paris",3.7,Review score,3,,Three-Bedroom Apartment,"3 beds (1 full, 1 king, 1 queen)","   1,802,514"
CMG - Suite Premium Tour Eiffel - 71,"16th arr., Paris",6.4,Review score,69,,Superior Double Room,1 queen bed,"   597,950"
Balthazar,"3rd arr., Paris",6.3,Review score,3,,Deluxe Apartment,,"   2,166,475"
Sublime appartement Champs Elysees ( Chaillot),"16th arr., Paris",,,,,Apartment with Terrace,1 full bed,"   1,448,289"
Haussmann Opera,"9th arr., Paris",6.1,Review score,7,,Deluxe Apartment,"6 beds (2 twins, 2 fulls, 1 sofa bed, 1 queen)","   1,645,871"
Résidence Bonne Nouvelle,"2nd arr., Paris",5.8,Review score,4,,Appartment-1,"2 beds (1 sofa bed, 1 queen)","   872,367"
Boutique Hotel de la Place des Vosges,"4th arr., Paris",8.5,Very Good,148,8.9,Double Room,1 full bed,"   1,094,663"
Montparnasse Alésia,"14th arr., Paris",8.1,Very Good,"2,016",8.5,Standard Single Room,,"   1,023,448"
Oops! Latin quarter by Hiphophostels,"13th arr., Paris",7.3,Good,"2,262",,Bed in 2-Bed Mixed Dormitory Room,,"   319,798"
Hipotel Paris Père-Lachaise République,"11th arr., Paris",5.1,Review score,"1,924",,Single Room,,"   413,788"
Modern Hotel,"11th arr., Paris",6.5,Review score,"1,763",,Single Room,,"   574,326"
Villa Montparnasse,"14th arr., Paris",7.7,Good,788,8.2,Single Room,,"   1,090,452"
Strand Hotel,"Bencoolen, Singapore",7.7,Good,"1,924",8.1,Deluxe Double Room,1 queen bed,"   329,267"
Kranji Sanctuary Resort,Singapore,8,Very Good,1 review,,Standard Double Room,1 queen bed,"   323,267"
Republic of Singapore Yacht Club,"Queenstown, Singapore",6.5,Review score,2,,Superior Double or Twin Room,Multiple bed types,"   320,083"
Grand Copthorne Waterfront,"Robertson Quay, Singapore",7.3,Good,"1,855",,Grand Deluxe King ( Newly Renovated Room),1 full bed,"   457,830"
Studio M Hotel,"Robertson Quay, Singapore",6.9,Review score,741,,Premier Loft,1 queen bed,"   364,592"
AM Hotel,"East Coast, Singapore",6.5,Review score,"1,128",,Standard Double or Twin Room,   1 double or 2 twins,"   178,377"
Rendezvous Hotel Singapore by Far East Hospitality,"Bencoolen, Singapore",8.5,Very Good,94,9,Deluxe Double or Twin Room,   1 double or 2 twins,"   477,257"
M Hotel Singapore City Centre,"Shenton Way, Singapore",7.9,Good,364,8.5,Deluxe Twin Room with Free Wifi,2 twin beds,"   427,175"
Arena eSports Hotel @ Bugis Village,"Bugis, Singapore",7.1,Good,49,,Queen Room with Shared Bathroom,1 queen bed,"   209,707"
"Holiday Inn Express Singapore Serangoon, an IHG Hotel","Lavender, Singapore",8.2,Very Good,542,8.6,Standard Room,   1 double or 2 twins,"   348,169"
Hotel 81 Premier Princess,"Geylang, Singapore",8.1,Very Good,863,8.3,Deluxe Queen Room,1 full bed,"   213,790"
M Social Singapore,"Robertson Quay, Singapore",7.5,Good,"2,762",8.1,Alcove Cozy Queen,1 queen bed,"   343,651"
"Holiday Inn Express Singapore Katong, an IHG Hotel","Katong, Singapore",8.4,Very Good,19,9,Standard Room,   1 double or 2 twins,"   298,219"
Value Hotel Balestier,"Novena, Singapore",6.6,Review score,598,,Standard Double Room,1 queen bed,"   173,873"
lyf one-north Singapore,"Queenstown, Singapore",8.4,Very Good,578,8.7,Studio,1 queen bed,"   294,285"
Orchard Hotel Singapore,"Orchard, Singapore",7.6,Good,"1,553",8.2,Premier King Room,Multiple bed types,"   503,851"
"Holiday Inn Singapore Little India, an IHG Hotel","Farrer Park, Singapore",8.3,Very Good,882,8.6,2 Twin Beds High Floor - Smoking,2 twin beds,"   376,259"
"Holiday Inn Singapore Orchard City Centre, an IHG Hotel","Orchard, Singapore",8,Very Good,759,8.3,Premium King Room,1 king bed,"   717,399"
Ibis Singapore Novena,"Novena, Singapore",7.3,Good,401,,Standard Queen Room,1 queen bed,"   252,117"
Momentus Hotel Alexandra,"Bukit Merah, Singapore",7.5,Good,12,9.2,Deluxe Queen Room,1 queen bed,"   415,948"
Mercure Singapore On Stevens,"Orchard, Singapore",7.5,Good,920,8.2,Superior Double Room,1 full bed,"   385,214"
Oasia Resort Sentosa by Far East Hospitality,"Sentosa Island, Singapore",8.5,Very Good,376,9,Junior Suite,1 king bed,"   836,275"
Robertson Quay Hotel,"Robertson Quay, Singapore",5.5,Review score,"1,639",,Standard Double Room,1 queen bed,"   250,731"
Hotel Telegraph,"Marina Bay, Singapore",8.8,Excellent,96,9.1,Cozy Room,1 king bed,"   711,985"
The Outpost Hotel Sentosa by Far East Hospitality,"Sentosa Island, Singapore",8.3,Very Good,657,9.1,Deluxe Room Sea View,1 full bed,"   743,834"
The Capitol Kempinski Hotel Singapore,"City Hall, Singapore",8.8,Excellent,943,9.4,Stamford Suite,1 king bed,"   1,650,575"
Quincy Hotel Singapore by Far East Hospitality,"Orchard, Singapore",8.7,Excellent,677,9,Deluxe Room,1 king bed,"   582,598"
Orchard Rendezvous Hotel by Far East Hospitality,"Orchard, Singapore",8,Very Good,"1,153",8.5,Club Double or Twin Room,   1 double or 2 twins,"   631,327"
Pan Pacific Singapore,"Marina Bay, Singapore",8.4,Very Good,"1,549",8.9,Deluxe Panoramic King or Twin Room,Multiple bed types,"   779,823"
Fraser Place Robertson Walk Singapore,"Robertson Quay, Singapore",8.8,Excellent,261,9.3,One Bedroom Apartment Deluxe,1 queen bed,"   635,388"
Hotel 81 Premier Star,"Geylang, Singapore",7.2,Good,"1,076",,Twin Room,2 twin beds,"   170,154"
Amara Singapore,"Shenton Way, Singapore",6.9,Review score,"1,110",,Executive Room,   1 double or 2 twins,"   423,990"
voco Orchard Singapore,"Orchard, Singapore",8,Very Good,289,8.4,Deluxe Room,1 king bed,"   581,244"
YOTEL Singapore Orchard Road,"Orchard, Singapore",8,Very Good,"4,117",8.3,Premium Queen Room,1 queen bed,"   364,374"
"Holiday Inn Express Singapore Clarke Quay, an IHG Hotel","Clarke Quay, Singapore",8.2,Very Good,"1,903",8.6,Standard Twin Room,2 twin beds,"   411,253"
Ibis Singapore on Bencoolen,"Bencoolen, Singapore",7.8,Good,"1,195",8.2,Standard Twin Room,2 twin beds,"   356,792"
"Holiday Inn Singapore Atrium, an IHG Hotel","Robertson Quay, Singapore",7.7,Good,253,8.1,Standard Queen Room - Lounge Access,1 queen bed,"   538,248"
lyf Farrer Park Singapore,"Lavender, Singapore",8.5,Very Good,"1,128",8.8,One of a Kind,1 queen bed,"   433,943"
Heritage Collection on Pagoda - A Digital Hotel,"Chinatown, Singapore",,,,,Loft (Skylight),1 queen bed,"   302,043"
Value Hotel Nice,"Novena, Singapore",6.7,Review score,429,,Standard Queen Room ( No Windows ),1 full bed,"   174,549"
Classique Hotel,"Lavender, Singapore",7.1,Good,396,,Standard Queen Room - no window,1 full bed,"   211,133"
The St Regis Singapore,"Orchard, Singapore",8.7,Excellent,579,9.3,Grand Deluxe King Room,1 king bed,"   945,119"
K Hotel Aliwal (Premier),"Kampong Glam, Singapore",4.8,Review score,435,,Standard Twin Room with Shared Bathroom,1 bunk bed,"   143,970"
Sheraton Towers Singapore Hotel,"Orchard, Singapore",8.1,Very Good,292,8.8,Twin Room,2 twin beds,"   564,444"
Fraser Residence Orchard Singapore,"Orchard, Singapore",9.1,Wonderful,170,9.4,Studio Deluxe King,1 king bed,"   650,866"
Novotel Singapore On Stevens,"Orchard, Singapore",7.3,Good,328,8.1,Superior Double Room,1 full bed,"   469,614"
"InterContinental Singapore Robertson Quay, an IHG Hotel","Robertson Quay, Singapore",8.3,Very Good,253,9,1 King Bed Classic Top Floor,1 king bed,"   703,172"
Fragrance Hotel - Classic,"Novena, Singapore",7.1,Good,291,,Standard Double Room,1 full bed,"   158,454"
Genting Hotel Jurong,"Jurong East, Singapore",7.5,Good,563,8.1,Deluxe Double or Twin Room,Multiple bed types,"   344,686"
Citadines Mount Sophia Singapore,"Selegie, Singapore",7.9,Good,201,8.1,Studio,1 queen bed,"   412,166"
Days Hotel by Wyndham Singapore at Zhongshan Park,"Novena, Singapore",8.2,Very Good,"1,593",8.6,Superior Queen Room - Non-Smoking,1 queen bed,"   368,652"
Peninsula Excelsior Hotel,"City Hall, Singapore",7.6,Good,"1,000",,Premier Double or Twin Room,Multiple bed types,"   520,996"
Singapore Marriott Tang Plaza Hotel,"Orchard, Singapore",8.1,Very Good,102,8.8,"Premier Deluxe Twin, Guest room, 2 Single Beds",2 twin beds,"   776,320"
Ramada by Wyndham Singapore at Zhongshan Park,"Novena, Singapore",8,Very Good,"2,518",8.5,King Room with Park View - Non-Smoking,1 king bed,"   450,664"
Hmlet Cantonment,"Bukit Merah, Singapore",8.2,Very Good,656,8.3,The Small Room,1 queen bed,"   407,231"
Village Hotel Changi by Far East Hospitality,"Changi, Singapore",8,Very Good,85,8.5,Deluxe Double or Twin Room,Multiple bed types,"   333,523"
Vibe Hotel Singapore Orchard,"Orchard, Singapore",8.3,Very Good,591,8.7,Premier Double or Twin Room,1 king bed,"   516,671"
Furama RiverFront,"Robertson Quay, Singapore",6.9,Review score,762,,Superior Double or Twin Room,Multiple bed types,"   323,155"
Ibis Styles Singapore On Macpherson,Singapore,6.4,Review score,"1,020",,Standard Queen Room with Pool View,1 queen bed,"   249,887"
Mercure Singapore Tyrwhitt,"Lavender, Singapore",7.6,Good,615,8.1,Classic Double Room with Balcony,1 full bed,"   383,657"
Hotel G Singapore,"Bencoolen, Singapore",7.9,Good,"2,112",8.4,Good Room King,1 king bed,"   308,509"
W Singapore - Sentosa Cove,"Sentosa Island, Singapore",8.5,Very Good,"1,148",9.1,Fabulous King,1 king bed,"   916,774"
Grand Mercure Singapore Roxy,"Katong, Singapore",7.9,Good,"1,185",8.2,Superior Double Room,1 king bed,"   380,198"
Citadines Rochor,"Little India, Singapore",8.4,Very Good,867,8.8,Studio Executive,1 queen bed,"   448,275"
Harbour Ville Hotel,"Bukit Merah, Singapore",6.4,Review score,201,,Premier Queen Room (Newly Renovated),1 full bed,"   262,754"
Owen House by Hmlet,"Farrer Park, Singapore",7.1,Good,27,,Studio,1 queen bed,"   394,491"
hovoh homes Bugis Rochor,"Victoria, Singapore",,,,,One-Bedroom Apartment,1 twin bed,"   514,664"
Four Seasons Hotel Singapore,"Orchard, Singapore",9.2,Wonderful,988,9.6,Boulevard Twin Room,2 twin beds,"   1,220,215"
Fraser Suites Singapore,"River Valley, Singapore",8.5,Very Good,207,8.9,Premier One-Bedroom Apartment,1 king bed,"   703,863"
JW Marriott Hotel Singapore South Beach,"City Hall, Singapore",8.4,Very Good,265,8.9,Premier Guest Room with Marina Bay View,1 king bed,"   1,003,164"
L Hotel at Broadway,"Farrer Park, Singapore",5.5,Review score,220,,Deluxe Twin Room,2 twin beds,"   220,257"
K Hotel 1515,"Geylang, Singapore",5.2,Review score,325,,Superior Double Room,1 queen bed,"   179,111"
Royal Plaza on Scotts,"Orchard, Singapore",7.6,Good,755,8.3,Premier King Room,1 king bed,"   631,247"
Pullman Singapore Orchard,"Orchard, Singapore",8.2,Very Good,36,8.5,Superior King Room,1 king bed,"   693,353"
Paradox Singapore Merchant Court at Clarke Quay,"Clarke Quay, Singapore",8.3,Very Good,"2,443",8.8,Luxe King,1 king bed,"   621,056"
Citadines Raffles Place Singapore,"Shenton Way, Singapore",8.7,Excellent,466,9,Studio Deluxe,1 queen bed,"   601,946"
Dusit Thani Laguna Singapore,Singapore,8.4,Very Good,"1,413",9.1,Deluxe Laguna Pool View King,1 king bed,"   621,693"
YOTELAIR Singapore Changi Airport Landside,"Changi, Singapore",7.6,Good,"4,077",8.1,Premium Queen Cabin,1 queen bed,"   364,002"
"Maxwell Reserve Singapore, Autograph Collection","Chinatown, Singapore",7.4,Good,16,,"Le Colonial Room, Guest Room, 1 King",1 king bed,"   542,707"
"Duxton Reserve Singapore, Autograph Collection","Chinatown, Singapore",7.7,Good,72,8.1,"Opium Club Suite, Club Lounge Access, 1 King, City View",1 king bed,"   1,007,703"
Andaz Singapore A Concept by Hyatt,"Bugis, Singapore",8.6,Excellent,839,9.2,1 King Sea View Deluxe,1 king bed,"   1,210,581"
